Gene_symbol	NAME	log2FoldChange	pvalue	FDR	1posH	2posH	3posH	4posH	5posH	6posH	1negH	2negH	3negH	4negH	5negH	6negH
Fam71f2	family with sequence similarity 71; member F2	1.130773977	0.56358452	0.999902145	0.88244103	0.877676529	1.397691914	1.918099122	0.938500308	1.12964374	0.719657772	1.185471933	1.368890271	0.755008676	0.864308194	1.518159328
Fam72a	family with sequence similarity 72; member A	-1.122356068	0.543976992	0.999902145	1.17658804	1.253823612	0.998351367	0.839168366	1.155077303	0.753095827	1.679201468	1.310258452	0.746667421	0.566256507	1.529160652	1.012106219
Fam73a	family with sequence similarity 73; member A	1.041489803	0.490627794	0.999902145	36.35657043	38.11623781	44.59302775	37.82251706	44.03732216	44.95982085	36.82248933	39.74450638	39.38670644	40.14129463	41.55327858	38.31544971
Fam73b	family with sequence similarity 73; member B	1.014621094	0.899660011	0.999902145	22.00219634	20.43732488	18.50277868	19.18099122	14.65504328	20.48420649	21.70967612	18.28122507	16.73779468	18.24604301	20.87636716	17.71185883
Fam76a	family with sequence similarity 76; member A	-1.049239548	0.426792156	0.999902145	59.59418421	65.82573964	64.22727131	74.14651919	75.58537099	79.90346721	66.92817278	77.18046216	72.67562894	77.89172845	68.21386212	76.99236593
Fam76b	family with sequence similarity 76; member B	1.029530942	0.702962181	0.999902145	55.00549086	59.55662158	65.55840647	59.64089457	71.10944644	73.72808143	55.89342028	57.52658538	66.14228901	68.13953304	58.37404575	67.44965016
Fam78a	family with sequence similarity 78; member A	-1.024266736	0.821544544	0.999902145	10.94226877	11.34710369	12.37955696	12.04806011	8.446502775	8.73591159	11.79439126	9.733348502	9.022231332	11.82846926	10.1722426	13.01279424
Fam78b	family with sequence similarity 78; member B	-1.080466157	0.550498815	0.999902145	5.176987375	3.886853198	4.459302775	5.874178561	4.11496289	4.367955795	5.157547365	4.741887732	3.982226243	5.096308566	5.385304904	5.855757409
Fam81a	family with sequence similarity 81; member A	-1.064802433	0.39941972	0.999902145	33.41510033	28.27372245	26.28991934	33.62667523	27.21650894	30.12383307	30.98526518	30.26073092	31.85780995	34.47872956	35.10420975	27.97750762
Fam83b	family with sequence similarity 83; member B	-1.117853636	0.359470203	0.999902145	4.000399335	4.889912088	4.259632501	4.795247805	4.475924548	5.271670787	4.997623415	4.492314693	4.915560519	6.040069411	4.52099671	6.000344012
Fam83d	family with sequence similarity 83; member D	-1.022540454	0.875201005	0.999902145	6.647722424	7.648324034	4.193075743	3.956079439	5.414424856	4.066717464	5.997148099	4.866674251	5.662227939	4.718804227	6.648524573	4.771357889
Fam83e	family with sequence similarity 83; member E	1.15706405	0.521530425	0.999902145	3.353275913	2.695720766	2.129816251	3.776257646	8.951849095	4.142027047	3.718231821	3.244449501	2.924447397	3.145869485	3.656688515	4.915944492
Fam83f	family with sequence similarity 83; member F	-1.069826797	0.790019172	0.999902145	0.88244103	0.752294167	1.264578399	0.899108963	0.938500308	1.506191653	0.839600734	1.060685414	0.933334276	1.447099963	1.529160652	0.867519616
Fam83g	family with sequence similarity 83; member G	1.010426199	0.931802553	0.999902145	3.235617109	3.824162017	4.459302775	4.255782427	3.537424239	3.916098299	4.198003669	3.556415799	4.044448528	3.523373823	4.188570481	3.397785163
Fam83h	family with sequence similarity 83; member H	1.036076023	0.596662089	0.999902145	25.29664285	25.45261933	21.96373008	23.97623903	24.90635434	23.0447323	23.42885857	22.27439369	21.84002205	23.53110375	23.4028065	25.23036217
Fam84a	family with sequence similarity 84; member A	1.061850583	0.621451982	0.999902145	12.001198	10.90826543	14.90871375	11.86823832	15.52135125	9.86555533	13.27368779	13.2897643	11.26223359	10.31845191	11.03655079	11.42234161
Fam84b	family with sequence similarity 84; member B	-1.005539247	0.939343438	0.999902145	162.7221259	180.9267472	158.4716404	172.628921	243.9378878	215.3100969	187.9506214	185.8695204	188.0357454	191.8351212	178.57937	207.7709481
Fam86	NA	1.027993468	0.790854545	0.999902145	9.942168935	13.72936855	13.51102184	12.04806011	17.75931353	14.53474946	12.07425817	14.91198905	12.19556787	11.5767997	13.03110816	15.47076649
Fam89a	family with sequence similarity 89; member A	-1.059681286	0.564670474	0.999902145	10.17748654	9.654441814	9.650729886	8.151921269	9.096233758	8.208744511	8.236083389	10.54446088	8.524453052	11.5767997	11.16952128	8.313729655
Fam89b	family with sequence similarity 89; member B	1.050764291	0.40740683	0.999902145	27.41450132	30.09176669	30.01709778	27.69255607	25.19512366	27.63861684	26.78726151	26.39234882	26.07113744	27.36906452	27.325436	26.02558848
Fam92a	family with sequence similarity 92; member A	-1.059028649	0.412514644	0.999902145	31.29724186	32.16057565	33.1452654	33.38691284	40.06674393	33.06090679	32.74442862	36.0009108	34.47114592	36.86959036	35.63609171	39.47214253
Fam92b	family with sequence similarity 92; member B	-1.033813701	0.889157832	0.999902145	1.294246844	1.00305889	1.597362188	1.558455537	3.681808902	2.560525811	2.079011341	2.058977568	1.493334841	1.635852132	1.728616389	3.036318657
Fam96a	family with sequence similarity 96; member A	1.064542583	0.321482514	0.999902145	40.53345797	39.99697323	44.26024396	39.4409132	46.92501542	38.33257758	40.86056905	37.49834904	39.44892872	38.75711206	37.03228187	40.62883536
Fam96b	family with sequence similarity 96; member B	1.026951247	0.860002241	0.999902145	12.58949202	11.53517723	9.650729886	11.80829772	6.569502158	9.86555533	10.95479053	10.0453148	9.146675902	10.25553452	10.70412456	9.325835874
Fam98a	family with sequence similarity 98; member A	1.063854446	0.429285239	0.999902145	48.24010963	48.71104733	38.40324927	39.14121021	42.01593688	35.77205177	42.05999866	38.55903445	40.25781843	38.25377294	39.22629498	38.82150282
Fam98b	family with sequence similarity 98; member B	-1.058475826	0.397603832	0.999902145	45.47512773	42.06578219	43.06222232	44.2961016	52.12286328	44.58327294	43.17946631	47.79323687	47.28893664	47.88013356	49.59799331	51.90659037
Fam98c	family with sequence similarity 98; member C	1.085385329	0.556335291	0.999902145	8.471433886	8.149853479	7.920254182	8.571505451	12.99461965	11.44705657	8.635893262	8.859842867	7.280007351	7.927591102	8.576596699	11.71151482
Fan1	FANCD2/FANCI-associated nuclease 1	-1.041336556	0.683388095	0.999902145	10.53046296	11.40979487	10.38285422	10.84924816	10.17911873	11.89891406	10.47501868	11.23078673	11.32445588	12.77223011	12.89813767	9.253542572
Fanca	Fanconi anemia; complementation group A	1.047089477	0.709609873	0.999902145	9.059727906	7.146794589	5.391097384	5.754297366	7.14704081	5.045742039	7.236558706	6.551292261	5.475561084	6.669243308	5.252334413	6.578690422
Fancb	Fanconi anemia; complementation group B	-1.006057345	0.959406511	0.999902145	4.294546345	4.576456184	3.460951407	3.836198244	3.537424239	4.443265378	4.677775517	3.30684276	4.728893664	4.2783825	3.922629498	3.253198561
Fancc	Fanconi anemia; complementation group C	-1.017610238	0.778617642	0.999902145	35.94476461	35.85935531	33.34493567	38.30204184	36.89028135	30.95223848	35.86294563	37.74792207	35.96448076	36.24041647	32.24534418	37.08646359
Fancd2	Fanconi anemia; complementation group D2	-1.032629674	0.807130273	0.999902145	8.471433886	6.018353339	4.725529806	4.555485415	8.735272101	5.196361204	6.87672982	6.61368552	6.16000622	6.480491139	5.983672116	6.795570327
Fance	Fanconi anemia; complementation group E	1.087313718	0.345252588	0.999902145	9.412704318	11.15903015	13.84380563	11.62847593	10.82884971	13.10386738	10.07520881	10.73164066	10.14223246	10.94762581	11.03655079	11.42234161
Fancf	Fanconi anemia; complementation group F	-1.101920835	0.471910378	0.999902145	4.353375747	3.322632572	3.594064923	3.836198244	5.12565553	2.937073724	3.918136758	3.36923602	4.293337668	4.341299889	4.853422938	4.84365119
Fancg	Fanconi anemia; complementation group G	1.050899022	0.656085414	0.999902145	7.177187042	7.146794589	5.457654142	5.334713183	7.291425473	5.121051622	7.396482655	5.490606847	6.346673075	6.35465636	4.454511464	5.494290902
Fanci	Fanconi anemia; complementation group I	-1.02928835	0.840904073	0.999902145	6.706551826	5.767588616	5.124870353	3.176851671	5.270040193	3.313621638	5.397433289	4.617101212	4.480004524	4.970473786	5.45179015	5.3497043
Fancl	Fanconi anemia; complementation group L	1.016029288	0.867067221	0.999902145	10.41280415	9.466368272	9.251389339	7.552515293	9.890349403	8.585292424	8.316045363	9.171809165	8.773342192	9.248856286	9.97278686	8.892076066
Fancm	Fanconi anemia; complementation group M	1.045425836	0.637524021	0.999902145	20.23731428	18.744663	16.63918946	14.92520879	12.27269634	14.7606782	16.79201468	14.28805645	17.60890667	15.35184309	16.02294422	13.30196745
Fank1	fibronectin type 3 and ankyrin repeat domains 1	-1.1042458	0.643283509	0.999902145	4.059228737	4.827220907	4.525859533	4.975069598	11.98392701	8.434673259	6.396957972	7.611977674	6.28445079	6.795078088	5.584760641	10.12106219
Fap	fibroblast activation protein	1.168931992	0.304697258	0.999902145	8.58909269	5.077985629	4.792086564	3.476554659	4.836886205	3.238312055	5.397433289	4.305134914	4.853338234	4.2783825	3.390747532	3.397785163
Far1	fatty acyl CoA reductase 1	-1.010775998	0.845116681	0.999902145	145.6615993	145.0673919	141.3665536	148.9523849	155.7910512	129.0053151	145.7306988	147.6224523	153.1290435	147.8558658	137.0925767	143.7913764
Far2	fatty acyl CoA reductase 2	-1.055627848	0.770672411	0.999902145	3.529764119	2.883794308	5.391097384	3.896138842	4.909078536	6.100076196	3.238459973	3.743595578	6.6577845	4.404217279	4.454511464	5.711170806
Farp1	FERM; RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)	-1.01366219	0.895157546	0.999902145	195.7254204	203.056734	205.9931655	189.7119913	127.5638496	209.4359494	197.9058873	176.6977113	198.1157556	202.0906557	218.2045765	153.9124386
Farp2	FERM; RhoGEF and pleckstrin domain protein 2	1.084014761	0.473726826	0.999902145	10.94226877	12.03670668	10.11662719	9.59049561	8.15773345	9.037149921	9.55545597	8.485483309	10.08001018	9.248856286	10.43818358	7.446210039
Fars2	phenylalanine-tRNA synthetase 2 (mitochondrial)	-1.065900159	0.383803823	0.999902145	17.23701478	16.67585404	17.70409758	19.90027839	20.50262212	21.3126119	19.07093095	20.0906296	20.16002036	19.63022559	20.27799995	21.5434038
Farsa	phenylalanyl-tRNA synthetase; alpha subunit	1.035883239	0.597221287	0.999902145	25.53196046	23.50919273	26.95548692	23.73647663	23.8956617	21.53854064	25.46788893	23.70943866	22.33780033	23.2165168	19.54666224	25.80870858
Farsb	phenylalanyl-tRNA synthetase; beta subunit	1.000940183	0.989013093	0.999902145	41.3570696	41.75232629	40.33339525	37.16317049	37.61220467	32.91028763	40.98051201	40.11886594	37.89337159	38.69419467	36.6333704	36.58041048
Fas	Fas (TNF receptor superfamily member 6)	-1.008243313	0.910534276	0.999902145	29.94416561	27.20797238	36.1403195	31.8883979	24.25662335	27.56330726	31.30511307	28.51371965	31.29780938	31.89911658	28.45568517	26.9654014
Fasn	fatty acid synthase	1.051468689	0.694245335	0.999902145	365.8600509	352.1990527	382.9675846	267.0353621	196.8684878	337.9140974	334.7608069	272.9081176	300.9691928	317.6069832	361.6132515	221.7958485
Fastk	Fas-activated serine/threonine kinase	1.044959491	0.491773329	0.999902145	28.59108936	29.71561961	28.22006532	28.23202145	31.2592795	26.35835393	27.70682422	26.82910164	26.00891515	26.42530367	28.98756714	29.06190714
Fastkd1	FAST kinase domains 1	-1.000872359	0.991891443	0.999902145	11.58939219	12.41285376	15.64083809	11.20889174	12.77804266	11.2964374	13.43361174	11.60514629	12.94223529	11.70263448	11.70140325	13.51884735
Fastkd2	FAST kinase domains 2	-1.038900639	0.649246611	0.999902145	14.9426681	16.04894224	15.97362188	14.50562461	15.66573592	14.30882071	16.63209073	18.15643855	14.18668099	16.42143871	14.69323931	14.82012678
Fastkd3	FAST kinase domains 3	1.094562976	0.373299682	0.999902145	10.23631595	7.20948577	9.916956917	8.931149037	10.1069264	9.338388251	8.475969313	9.608561982	8.960009047	7.675921543	8.975508174	7.157036833
Fastkd5	FAST kinase domains 5	-1.018747213	0.840744538	0.999902145	15.23681511	13.16514793	11.91365965	11.02906995	10.82884971	10.46803199	13.59353569	11.10600021	12.00890101	14.09349529	11.43546227	11.78380812
Fat1	FAT tumor suppressor homolog 1 (Drosophila)	-1.011402366	0.873989428	0.999902145	516.8751258	530.9316086	493.8511431	454.5295513	418.8599069	468.7268425	512.7561624	446.1118063	500.0805049	485.0930746	511.6039659	461.0143827
Fat2	FAT tumor suppressor homolog 2 (Drosophila)	1.015400932	0.887345669	0.999902145	9.765680729	9.529059453	6.256335236	6.413643939	7.435810135	7.60626785	8.156121414	7.799157453	5.973339365	6.795078088	8.044714733	9.615009079
Fat3	FAT tumor suppressor homolog 3 (Drosophila)	-1.057126394	0.566440226	0.999902145	68.47742391	63.75693068	50.05068189	54.54594378	35.73520405	49.25246707	55.33368646	61.02060791	60.16894964	56.49981595	56.91137034	50.46072434
Fat4	FAT tumor suppressor homolog 4 (Drosophila)	1.018559576	0.853805882	0.999902145	132.7779603	118.7370961	114.0117262	108.1927786	71.75917742	98.73086288	112.7064033	95.33690071	111.8134462	97.58487142	120.2718095	94.84881137
Fau	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived)	1.077704111	0.575708033	0.999902145	140.0728061	134.7860383	174.7780461	169.0924257	225.3844587	189.2529813	146.7702045	166.1532504	130.6045763	146.3458484	159.6975602	209.2891074
Faxc	failed axon connections homolog (Drosophila)	-1.018417863	0.831381385	0.999902145	14.8250093	14.60704508	11.31464883	12.2878225	12.34488867	12.50139072	14.35317445	12.04189911	12.50667929	13.4643214	12.29977046	14.67554017
Fbf1	Fas (TNFRSF6) binding factor 1	1.017445976	0.776549672	0.999902145	43.41609866	39.55813496	34.07706001	35.66465555	32.70312613	34.56709845	38.62163375	34.94022539	33.84892307	37.31001209	37.56416384	33.97785163
Fbl	fibrillarin	1.0588758	0.313565855	0.999902145	42.65131644	43.0061499	47.32185482	41.59877471	41.22182124	38.257268	40.78060707	41.24194461	39.63559558	40.20421202	37.83010482	40.26736885
Fblim1	filamin binding LIM protein 1	-1.036311003	0.583173114	0.999902145	125.8949202	106.8257718	133.0469589	125.5755519	90.45699126	107.918632	121.1423916	113.680519	115.0490051	120.927223	124.3938948	119.7900003
Fbln1	fibulin 1	-1.0614181	0.485762056	0.999902145	73.18377607	66.70341617	70.28393627	91.40941128	64.75652128	77.19232224	81.28134723	84.54286679	75.35118719	82.54761529	76.25857685	70.77514202
Fbln2	fibulin 2	-1.050570144	0.697072787	0.999902145	88.12644417	75.91901972	54.70965494	64.25632059	83.38214278	57.385902	90.8368032	39.99407942	92.4000933	60.4636115	66.1528195	95.35486448
Fbln5	fibulin 5	-1.03652489	0.702642567	0.999902145	768.6649663	653.1167196	503.5684298	512.1924062	415.1780979	462.7773855	618.5458549	555.4247972	547.8049976	593.1851501	596.5721099	525.2108343
Fbln7	fibulin 7	-1.47169264	0.05876339	0.999902145	1.647223256	1.128441251	0.798681094	0.599405976	0.577538651	0.753095827	1.599239493	1.372651712	0.995556561	1.824604301	0.997278686	1.373572726
Fbn1	fibrillin 1	-1.015062887	0.897274408	0.999902145	977.8623198	973.5940349	937.5184908	892.2157947	531.2633669	960.9502749	973.2171934	770.6815429	969.7343125	906.7654204	963.3047254	769.128433
Fbn2	fibrillin 2	1.173628608	0.06114006	0.999902145	59.06471959	59.55662158	48.65298998	37.04328929	43.31539885	39.68815007	53.85438993	37.68552881	33.47558936	41.21089025	42.61704251	35.71289086
Fbp1	fructose bisphosphatase 1	-1.197587833	0.636320429	0.999902145	0.88244103	0.438838264	0.465897305	0.599405976	0.577538651	0.376547913	0.719657772	0.623932596	0.435555995	1.195430404	0.46539672	0.578346411
Fbp2	fructose bisphosphatase 2	1.11652217	0.665650156	0.999902145	0.58829402	0.564220625	0.665567578	1.318693146	1.082884971	1.204953323	0.479771848	0.873505635	1.120001131	0.880843456	0.731337703	0.795226315
Fbrs	fibrosin	1.112742313	0.086323724	0.999902145	53.417097	54.91747421	61.36533072	56.5239835	57.17632648	64.23907402	52.21516945	53.03427068	53.697832	48.2576379	48.06883266	57.03941476
Fbrsl1	fibrosin-like 1	1.045754504	0.586217264	0.999902145	31.41490066	33.35170808	40.53306552	36.32400212	39.77797461	38.78443508	33.82391528	32.19492197	36.77337046	32.84287742	35.56960647	39.32755593
Fbxl12	F-box and leucine-rich repeat protein 12	-1.04357881	0.680454587	0.999902145	9.765680729	11.9740155	12.04677317	10.72936696	12.77804266	9.714936165	11.47454336	11.85471933	11.32445588	12.01722143	10.97006555	12.28986123
Fbxl12os	F-box and leucine-rich repeat protein 12; opposite strand	1.053188806	0.67892826	0.999902145	6.706551826	6.582573964	7.98681094	8.271802464	10.82884971	8.585292424	6.87672982	7.986337232	9.520009613	6.417573749	5.784216379	9.904182284
Fbxl13	F-box and leucine-rich repeat protein 13	-1.191409288	0.356335435	0.999902145	1.588393854	1.629970696	1.264578399	1.678336732	3.754001233	4.367955795	2.358878252	2.370943866	3.048891967	2.768365147	2.326983601	4.048424875
Fbxl14	F-box and leucine-rich repeat protein 14	1.028817133	0.634312572	0.999902145	44.5926867	46.83031192	46.722844	50.46998315	53.9998639	49.85494373	45.57832555	44.17442782	43.99115553	45.48927275	49.79744905	55.37666883
Fbxl15	F-box and leucine-rich repeat protein 15	-1.023431917	0.877651922	0.999902145	2.059029069	1.943426599	1.730475704	2.337683305	2.382346937	1.807429984	2.079011341	2.433337125	2.426669117	2.01335647	2.194013109	1.373572726
Fbxl16	F-box and leucine-rich repeat protein 16	1.149093925	0.277490969	0.999902145	3.882740531	3.07186785	2.196373008	2.577445695	3.104270251	3.012383307	3.038555037	2.994876462	2.302224547	2.579612978	2.127527863	2.385678944
Fbxl17	F-box and leucine-rich repeat protein 17	-1.015664694	0.796981313	0.999902145	78.59608105	78.36397576	85.32576354	89.13166858	76.95702529	87.20849673	79.96197465	82.9830353	88.72897848	84.68680654	85.43354076	81.61913722
Fbxl18	F-box and leucine-rich repeat protein 18	1.043196852	0.786074931	0.999902145	6.059428404	5.830279797	5.058313595	4.315723025	3.320847245	5.572909118	4.797718479	4.92906751	4.915560519	4.592969448	5.784216379	3.903838273
Fbxl19	F-box and leucine-rich repeat protein 19	1.139746348	0.063596814	0.999902145	18.17828521	19.37157481	16.23984891	17.68247628	18.55342917	18.82739567	17.11186257	16.40942728	15.24445984	14.34516485	15.35809176	16.91663251
Fbxl2	F-box and leucine-rich repeat protein 2	-1.193466792	0.230555541	0.999902145	3.647422923	3.448014934	2.861940587	4.075960634	5.12565553	5.874147448	3.998098732	5.116247289	5.226671944	3.900878161	5.850701624	5.783464108
Fbxl20	F-box and leucine-rich repeat protein 20	1.022975052	0.697172317	0.999902145	79.47852208	81.24777007	80.93301752	77.92277683	63.67363631	93.68512084	86.79872348	71.50267553	82.07119398	72.48083293	81.57739651	71.42578173
Fbxl21	F-box and leucine-rich repeat protein 21	-1.120129436	0.519372819	0.999902145	1.823711462	1.191132432	0.998351367	1.318693146	0.938500308	1.430882071	1.719182455	1.060685414	1.368890271	1.447099963	1.928072126	1.08439952
Fbxl22	F-box and leucine-rich repeat protein 22	1.007307655	0.969824992	0.999902145	2.706152491	2.507647224	3.194724376	2.157861512	5.486617187	1.054334157	3.358402935	2.433337125	1.928890837	2.642530367	2.260498355	4.337598081
Fbxl3	F-box and leucine-rich repeat protein 3	1.013234208	0.833711763	0.999902145	128.0127787	134.4725824	140.3016455	145.7155927	163.8765923	168.3169173	139.1338359	140.7591937	149.8934847	142.8224746	142.8767931	153.5509721
Fbxl4	F-box and leucine-rich repeat protein 4	-1.010544395	0.8894661	0.999902145	18.76657923	20.18656016	20.69915169	22.65754588	21.22454544	24.55092395	20.03047465	19.90344982	21.59113291	24.78945154	21.20879339	21.90487031
Fbxl5	F-box and leucine-rich repeat protein 5	1.023202563	0.670571989	0.999902145	97.8921249	99.80435953	124.1283534	112.6283828	113.3419603	122.528691	102.9110614	115.2403505	113.1823365	105.5753799	111.0303604	107.0663793
Fbxl6	F-box and leucine-rich repeat protein 6	1.019374967	0.829009864	0.999902145	14.23671528	15.86086869	15.24149754	16.12402074	19.92508347	17.32120401	15.27273716	16.5342138	15.05779298	15.54059526	15.62403275	18.79625835
Fbxl7	F-box and leucine-rich repeat protein 7	-1.084689614	0.364110574	0.999902145	19.41370265	19.62233953	15.04182727	19.660516	14.51065861	20.93606398	20.39030354	18.65558463	21.28002149	21.14024294	18.94829503	18.00103204
Fbxl8	F-box and leucine-rich repeat protein 8	1.132196178	0.339195018	0.999902145	4.235716943	3.13455903	3.460951407	3.356673464	2.743308594	2.786454559	3.558307872	3.182056241	2.737780542	2.894199926	2.925350812	2.024212438
Fbxo10	F-box protein 10	1.024959396	0.752872809	0.999902145	25.41430166	25.2018546	23.42797876	21.63855572	19.34754482	22.51756522	22.26940994	22.58635998	23.33335689	23.34235158	23.33632125	19.37460476
Fbxo11	F-box protein 11	1.001210497	0.982940723	0.999902145	130.0718078	135.4129501	141.0337698	145.8354739	147.3445484	165.304534	141.1328853	128.4053283	148.5868167	145.7166745	138.0233701	162.0092883
Fbxo16	F-box protein 16	-1.001817431	0.991493468	0.999902145	2.235517275	2.695720766	2.662270313	2.037980317	4.042770559	2.711144976	2.998574049	2.932483202	1.866668551	2.894199926	2.393468846	3.253198561
Fbxo17	F-box protein 17	-1.039972444	0.754630503	0.999902145	7.41250465	5.516823894	7.188129846	6.233822147	7.868964124	7.681577432	6.636843896	8.173517011	5.600005654	8.179260661	7.113921293	7.879969847
Fbxo18	F-box protein 18	-1.035705652	0.659515528	0.999902145	72.94845846	74.10097548	59.96763881	67.79281584	55.66028752	67.7786244	72.92532088	68.63258559	71.74229466	67.63619393	74.46347522	57.03941476
Fbxo21	F-box protein 21	1.040817062	0.494372246	0.999902145	41.88653421	41.94039983	43.06222232	38.72162603	34.86889607	41.64619922	38.38174783	37.81031533	40.25781843	40.3300468	39.09332449	36.79729039
Fbxo22	F-box protein 22	1.030771293	0.597108069	0.999902145	33.88573554	35.48320822	33.81083298	33.92637822	39.20043596	33.36214512	33.22420047	33.87953998	32.79114422	34.28997739	34.04044581	35.20683776
Fbxo25	F-box protein 25	1.00339187	0.963756838	0.999902145	28.70874817	30.15445787	22.49618415	26.67356592	25.050739	25.45463894	29.0261968	28.13936009	25.76002601	26.2365515	25.59681961	23.13385643
Fbxo27	F-box protein 27	-1.078975594	0.6526979	0.999902145	1.76488206	1.818044238	1.863589219	1.678336732	2.382346937	1.506191653	1.439315544	1.559831491	1.617779411	2.390860809	2.393468846	2.602558848
Fbxo28	F-box protein 28	1.002195002	0.968112137	0.999902145	58.06461976	59.05509213	60.56664963	62.81774625	55.87686451	54.7500666	58.09237458	58.58727079	60.54228335	65.3711679	55.38220969	52.41264348
Fbxo3	F-box protein 3	-1.024523156	0.664636521	0.999902145	102.4808183	100.995492	93.77847179	111.7292739	93.70564617	99.9358162	102.9910233	107.9403392	105.4045509	100.2903192	102.9856456	97.88513002
Fbxo30	F-box protein 30	1.064285281	0.468629034	0.999902145	57.65281394	50.77985629	42.33009798	56.22428051	44.68705314	42.62522379	53.01478919	46.91973124	51.08449603	45.61510753	40.48951465	39.32755593
Fbxo31	F-box protein 31	1.006571787	0.940389513	0.999902145	20.11965548	19.99848661	20.76570844	24.575645	27.07212428	35.32019427	22.14946698	24.39576451	24.57780259	23.02776463	25.99573108	26.6039349
Fbxo32	F-box protein 32	-1.001763332	0.984126079	0.999902145	21.11975531	18.93273654	23.22830848	18.28188226	26.85554729	31.85595347	22.62923883	20.02823634	23.83113517	23.65693853	27.79083272	22.33863012
Fbxo33	F-box protein 33	1.042598319	0.61038132	0.999902145	25.47313106	24.95108988	27.6210545	28.71154623	32.19777981	30.50038098	26.78726151	26.8914949	27.19113857	26.29946889	26.86003927	28.41126743
Fbxo34	F-box protein 34	1.091335207	0.229924803	0.999902145	24.17888422	23.19573683	29.48464372	23.13707066	27.21650894	27.41268809	22.30939093	22.83593302	20.78224321	23.27943419	25.13142289	27.39916121
Fbxo36	F-box protein 36	1.028282126	0.870511857	0.999902145	5.824110796	5.14067681	5.590767658	4.975069598	10.75665738	9.564316999	4.917661441	7.175224857	4.480004524	7.613004154	7.978229488	8.530609559
Fbxo38	F-box protein 38	-1.003503309	0.949275396	0.999902145	75.24280514	68.39607804	77.07272557	73.54711321	63.09609765	76.28860725	73.88486457	66.63600128	74.16896378	72.48083293	80.44714733	67.52194346
Fbxo4	F-box protein 4	1.018779928	0.796290718	0.999902145	18.17828521	17.61622175	19.83391383	17.86229807	19.85289114	18.52615734	18.75108305	18.71797789	14.9955707	20.00772992	18.81532454	18.43479184
Fbxo40	F-box protein 40	-1.093088687	0.705222076	0.999902145	1.411905648	0.752294167	0.59901082	1.078930756	2.526731599	0.903714992	0.919562708	1.123078673	1.368890271	0.692091287	1.529160652	2.385678944
Fbxo42	F-box protein 42	1.035883471	0.605986531	0.999902145	45.59278654	45.70187066	40.79929255	40.99936873	36.24055037	45.71291668	45.89817345	41.36673113	38.88892816	41.27380764	39.55872121	39.03838273
Fbxo44	F-box protein 44	-1.1234185	0.382077628	0.999902145	5.588793189	4.952603268	5.457654142	6.413643939	6.930463816	6.627243275	6.396957972	6.61368552	6.28445079	8.053425882	6.38258359	6.650983724
Fbxo45	F-box protein 45	1.0212848	0.778625132	0.999902145	51.18157973	52.59790053	51.04903326	50.76968614	42.44909087	47.97220416	51.97528352	48.47956273	50.08893946	49.51598569	47.20452447	42.50846119
Fbxo46	F-box protein 46	1.079880841	0.418638946	0.999902145	10.00099834	10.53211834	11.31464883	10.42966398	9.673772409	9.489007417	10.07520881	8.485483309	10.26667703	8.997186727	9.573875385	9.470422476
Fbxo48	F-box protein 48	1.01207541	0.959470123	0.999902145	1.647223256	0.940367709	0.732124336	0.599405976	0.721923314	0.301238331	1.239410607	0.623932596	0.995556561	0.566256507	1.063763932	0.361466507
Fbxo5	F-box protein 5	-1.07190147	0.540925131	0.999902145	12.11885681	11.59786841	9.317946097	9.11097083	12.70585033	6.77786244	11.27463843	10.73164066	12.56890158	9.815112793	12.16679997	9.542715778
Fbxo6	F-box protein 6	-1.088441289	0.316658688	0.999902145	13.82490947	14.29358918	17.63754083	19.54063481	17.32615954	20.33358732	17.19182455	19.65387678	15.68001583	18.68646474	20.54394093	20.31441768
Fbxo7	F-box protein 7	1.027978895	0.748874947	0.999902145	11.64822159	11.78594195	14.37625969	14.62550581	16.3154669	15.96563153	13.15374483	13.78891038	14.00001414	14.59683441	13.36353439	13.37426075
Fbxo8	F-box protein 8	-1.025652443	0.662408549	0.999902145	27.06152491	28.21103127	25.62435177	27.75249667	30.03200987	30.12383307	28.22657705	28.38893313	28.37336198	29.19366882	30.18430156	28.70044063
Fbxo9	f-box protein 9	-1.030204999	0.728047152	0.999902145	34.23871196	32.53672274	27.22171395	28.71154623	25.55608532	27.26206893	31.62496097	29.38722528	30.24003053	32.27662092	32.31182942	25.01348227
Fbxw10	F-box and WD-40 domain protein 10	-1.164849755	0.375341594	0.999902145	1.000099834	1.191132432	0.998351367	1.258752549	1.949192948	1.506191653	1.559258506	1.310258452	1.182223416	1.761686912	1.529160652	1.807332534
Fbxw11	F-box and WD-40 domain protein 11	-1.008099705	0.870271791	0.999902145	132.9544485	138.484818	130.1850183	144.2770183	131.9675818	138.94618	133.7763836	136.2044858	135.6445814	139.4249356	135.6963865	142.8515635
Fbxw17	F-box and WD-40 domain protein 17	-1.032379405	0.694816469	0.999902145	8.765580896	9.529059453	9.717286644	9.890198598	10.75665738	9.639626582	10.55498065	11.16839347	8.400008482	10.12969974	10.1722426	9.615009079
